Goathide Gloves	34	7597
Primitive Staff	21	8119
Velvet Slippers	41	7560
Painted Buckler	6	7720
Ironscale Boots	42	7578
Ringmail Gloves	37	7640
Deerskin Gloves	34	7598
Ceremonial Mace	16	7982
Mage's Vestment	47	7481
Scarlet Raiment	50	7464
Crusader Helmet	56	7705
Grinning Fetish	17	8009
Steel Gauntlets	33	7625
Variscite Blade	13	8034
Antique Greaves	39	7572
Aventail Helmet	56	7706
Wyrmbone Rapier	14	8059
Lunaris Circlet	54	7676
Crystal Sceptre	17	7990
Samite Slippers	41	7564
Sharkskin Boots	40	7546
Ancient Greaves	39	7573
Ornate Ringmail	49	7522
Crimson Raiment	50	7453
Runic Sollerets	201	8310
Colosseum Plate	45	7488
Coronal Leather	46	7437
Primeval Rapier	14	8042
Spidersilk Robe	47	7471
Windbreak Boots	40	8258
Wyrmscale Boots	42	7582
Abyssal Sceptre	17	7994
Battle Lamellar	48	7506
Goliath Greaves	39	7574
Shagreen Gloves	34	7602
Conjurer Gloves	35	7619
Sharkskin Tunic	46	7439
Courtesan Sword	14	8061
Headman's Sword	22	8179
Fluted Bascinet	55	7699
Slaughter Knife	19	7920
Tyrant's Sekhem	17	7996
Colossus Mallet	23	8158
Destiny Leather	46	7440
Sentinel Jacket	50	7456
Solaris Circlet	54	7679
Arcanist Gloves	35	7620
Vaal Greatsword	22	8182
Maelström Staff	25	8116
Sinner Tricorne	53	7657
Gladiator Plate	45	7493
Crusader Gloves	37	7646
Saint's Hauberk	49	7528
Assassin's Garb	46	7443
Judgement Staff	25	8118
Runic Gauntlets	202	8314
Sorcerer Gloves	35	7621
Titan Gauntlets	33	7630
Exquisite Blade	22	8195
Mechanical Belt	3	8349
Two-Toned Boots	44	7538
Two-Toned Boots	42	7539
Two-Toned Boots	43	7540
Arcane Vestment	47	8361
Faithful Helmet	56	8412
Moonlit Circlet	54	8403
Supreme Leather	46	8355
Seaglass Amulet	2	8305
Archdemon Crown	56	8270
Conquest Helmet	55	8410
Harpyskin Boots	40	8373
Nightweave Robe	47	8362
Sunfire Circlet	54	8404
Vermillion Ring	1	7885
Necrotic Armour	50	8360
Torturer's Mask	57	8402
Flashfire Blade	19	8221
Ratcheting Ring	1	8338
Banishing Blade	22	8202
Eventuality Rod	25	8216
Driftwood Club	16	7963
Driftwood Wand	18	8063
Iron Gauntlets	33	7622
Kaom's Greaves	39	8426
Charan's Sword	13	8351
Rusted Hatchet	15	7938
Corroded Blade	22	8174
Driftwood Maul	23	8152
Rawhide Gloves	34	7596
Chainmail Vest	49	7521
Gnarled Branch	21	8108
Skinning Knife	12	7923
Bronze Sceptre	17	8003
Leyline Gloves	35	8280
Goathide Boots	40	7542
Soldier Helmet	56	7703
Ringmail Boots	43	7586
Stibnite Flask	62	7841
Quartz Sceptre	17	8004
Aegis Tulgraft	237	8427
Strapped Boots	44	7551
Strapped Mitts	38	7606
Buckskin Tunic	46	7445
Amethyst Flask	62	7850
Barbute Helmet	52	7684
Sapphire Flask	62	7846
Scholar's Robe	47	7479
Citrine Amulet	2	7425
Two-Stone Ring	1	7871
Two-Stone Ring	1	7872
Two-Stone Ring	1	7873
Viridian Jewel	27	7857
Deerskin Boots	40	7543
Plated Greaves	39	7570
Visored Sallet	55	7694
Moonstone Ring	1	7882
Tenebrous Ring	1	8329
Antique Rapier	14	8056
Tribal Circlet	54	7674
Corundum Flask	62	8307
Ritual Sceptre	17	8007
Decorative Axe	15	7957
Prismatic Ring	1	7881
Sparkling Claw	11	7906
Full Chainmail	49	7534
Shadow Sceptre	17	8008
Spectral Sword	22	8190
Gilded Buckler	6	7723
Shackled Boots	44	7553
Etched Hatchet	15	7960
Field Lamellar	48	7517
Holy Chainmail	49	7535
Petrified Club	16	7984
Crescent Staff	21	8127
Horned Sceptre	17	8010
Jasper Chopper	24	8147
Riveted Gloves	37	7642
Eelskin Gloves	34	7600
Satin Slippers	41	7563
Burnished Foil	14	8039
Enthalpic Ring	1	8446
Quilted Jacket	50	7467
Military Staff	25	8109
Highland Blade	22	8175
Atonement Mask	55	8266
Full Wyrmscale	48	7504
Noble Tricorne	53	7654
Chest Splitter	15	7942
Battle Buckler	6	7712
Convening Wand	67	8325
Graceful Sword	13	8018
Ceremonial Axe	15	7943
Soldier Gloves	37	7644
Highborn Staff	21	8111
Lacquered Garb	50	7454
Conjurer Boots	41	7565
Decimation Bow	20	8089
Majestic Plate	45	7489
Twilight Blade	13	8019
Golden Buckler	6	7713
Samnite Helmet	52	7689
Shagreen Boots	40	7547
Ancestral Club	16	7970
Gemstone Sword	13	8020
Harlequin Mask	57	7668
Crusader Plate	45	7491
Throat Stabber	11	7895
Ezomyte Dagger	19	7922
Stealth Gloves	34	7603
Varnished Coat	50	7457
Vaal Gauntlets	33	7629
Crusader Boots	43	7592
Royal Burgonet	52	7681
Widowsilk Robe	47	7476
Zodiac Leather	46	7442
Carnal Sceptre	17	8001
Imperial Skean	19	7925
Imperial Staff	21	8117
Infernal Sword	22	8184
Sorcerer Boots	41	7567
Glorious Plate	45	7494
Midnight Blade	13	8027
Nightmare Mace	16	7977
Hubris Circlet	54	7671
Runic Sabatons	201	8311
Fugitive Boots	44	8302
Gripped Gloves	34	7593
Sambar Sceptre	17	8012
Convoking Wand	67	8079
Grand Ringmail	49	8370
Blizzard Crown	57	8273
Tattered Cloak	179	8297
Astral Leather	46	8356
Conqueror Idol	220	8422
Foliate Brooch	180	8295
Lich's Circlet	54	8405
Paladin Gloves	37	8396
Warlock Gloves	35	8390
Assembler Wand	18	8200
Rebuking Blade	22	8243
Blasting Blade	22	8204
Composite Ring	1	8336
Infernal Blade	19	8230
Mechalarm Belt	3	8234
Focused Amulet	2	8340
Simplex Amulet	2	8246
Shabby Jerkin	46	7435
Rawhide Boots	40	7541
Battered Helm	55	7691
Spiked Bundle	10	7727
Wrapped Mitts	38	7605
Wrapped Boots	44	7550
Bismuth Flask	62	7844
Sapphire Ring	1	7879
Steel Greaves	39	7569
Carving Knife	19	7927
Tinker Gloves	34	8277
Bastard Sword	22	8186
Battered Foil	14	8053
Velvet Gloves	35	7614
Composite Bow	20	8099
Basket Rapier	14	8054
Ringmail Coat	49	7531
Scale Doublet	48	7513
Padded Jacket	50	7462
Crimson Jewel	26	7859
Golden Mantle	51	8264
Silk Slippers	41	7561
Ancient Sword	13	8031
Ochre Sceptre	17	8006
Runic Greaves	201	8309
Shadowed Ring	1	8331
Shadowed Ring	1	8332
Spiraled Wand	18	8074
Penumbra Ring	1	8328
Shadowed Ring	1	8330
Timeworn Claw	11	7905
Clasped Boots	44	7552
Diamond Flask	62	7838
Granite Flask	62	7848
Elegant Sword	13	8032
Festival Mask	57	7663
Full Ringmail	49	7533
Flaying Knife	12	7933
Clasped Mitts	38	7607
Scholar Boots	41	7562
Gilded Sallet	55	7695
Nubuck Gloves	34	7599
Sulphur Flask	62	7842
Butcher Sword	22	8191
Riveted Boots	43	7588
Trapper Mitts	38	7608
Eelskin Tunic	46	7450
Thresher Claw	11	7908
Woodful Staff	21	8125
Amethyst Ring	1	7869
Butcher Knife	19	7913
Eelskin Boots	40	7545
Blasting Wand	18	8453
Engraved Wand	18	8077
Footman Sword	22	8192
Formless Ring	1	8450
Fugitive Ring	1	8449
Reaver Helmet	52	7687
Synaptic Ring	1	8447
Trapper Boots	44	7554
Wrist Chopper	15	7940
Zealot Gloves	37	7643
Battle Hammer	16	7966
Zealot Helmet	56	7707
Serrated Foil	14	8041
Blood Sceptre	17	7992
Samite Gloves	35	7618
Steel Circlet	54	7677
Soldier Boots	43	7590
Royal Sceptre	17	7993
Chain Hauberk	49	7523
Regicide Mask	57	7667
Gutting Knife	12	7919
Karui Sceptre	17	7995
Savant's Robe	47	7473
Legion Gloves	37	7645
Steelwood Bow	20	8106
Corsair Sword	13	8021
Karui Chopper	24	8135
Ezomyte Staff	25	8115
Silver Brooch	180	8292
Sundering Axe	24	8136
Tempered Foil	14	8046
Ezomyte Blade	22	8181
Hellion's Paw	11	7896
Legion Hammer	16	7973
Stealth Boots	40	7548
Prophet Crown	56	7710
Platinum Kris	19	7924
Spiraled Foil	14	8048
Blood Raiment	50	7458
Imperial Maul	23	8161
Eternal Sword	13	8026
Harbinger Bow	20	8097
Imperial Claw	11	7900
Jewelled Foil	14	8051
Nameless Ring	1	8415
Praetor Crown	56	7702
Prophecy Wand	18	8070
Titan Greaves	39	7576
Behemoth Mace	16	7987
Eclipse Staff	21	8129
Grasping Mail	51	8303
Spiked Gloves	33	7595
Carnal Armour	50	7460
Runic Hatchet	15	7962
Dragoon Sword	14	8062
Vanguard Belt	3	7806
Marble Amulet	2	7423
Golden Brooch	180	8293
Penitent Mask	55	8267
Martyr Gloves	37	8395
Paladin Crown	56	8413
Sage Slippers	41	8377
Torturer Garb	50	8359
Cerulean Ring	1	7886
Enamel Brooch	180	8294
Majestic Pelt	53	8399
Paladin Boots	43	8384
Phantom Boots	44	8376
Phantom Mitts	38	8388
Velour Gloves	34	8386
Warlock Boots	41	8378
Prime Cleaver	24	8241
Honed Cleaver	24	8228
Polar Buckler	6	8238
Geodesic Ring	1	8224
Battery Staff	21	8203
Psychotic Axe	15	8242
Manifold Ring	1	8337
Ornate Quiver	4	8291
Golden Blade	13	8352
Iron Greaves	39	7568
Kaom's Plate	45	8425
Rusted Sword	13	8013
Stygian Vise	3	7805
Coral Amulet	2	7426
Rusted Spike	14	8038
Vine Circlet	54	7669
Copper Sword	13	8024
Jade Hatchet	15	7949
Amber Amulet	2	7427
Chain Gloves	37	7639
Lapis Amulet	2	7429
Iron Circlet	54	7672
Pine Buckler	6	7719
Jade Chopper	24	8141
Leather Belt	3	7801
Boarding Axe	15	7953
Somatic Wand	18	8452
Woodsplitter	24	8142
Stone Hammer	16	7979
Copper Plate	45	7496
Sledgehammer	23	8165
Torture Cage	54	7673
Agate Amulet	2	7433
Calling Wand	67	8324
Cobalt Jewel	28	7858
Iron Sceptre	17	8005
Leather Hood	53	7651
Studded Belt	3	7804
Great Helmet	56	7704
Silver Flask	63	7843
Coiled Staff	25	8122
Runic Gloves	202	8312
Diamond Ring	1	7870
Wild Leather	46	7446
Close Helmet	52	7685
Ornate Sword	22	8189
Quartz Flask	62	7851
Full Leather	46	7447
Elegant Foil	14	8057
Spectral Axe	15	7958
Bone Circlet	54	7675
Morning Star	23	8171
Nubuck Boots	40	7544
Thorn Rapier	14	8058
Curved Blade	22	8193
Lordly Plate	45	7500
Thief's Garb	46	7449
Prong Dagger	12	7934
Secutor Helm	55	7696
Totemic Maul	23	8169
Bronze Plate	45	7501
Basalt Flask	62	7839
Cryonic Ring	1	8445
Great Mallet	23	8170
Organic Ring	1	8448
Zealot Boots	43	7589
Battle Plate	45	7502
Compound Bow	20	8085
Rock Breaker	16	7965
Satin Gloves	35	7617
Battle Sword	13	8016
Lead Sceptre	17	7991
Ambush Mitts	38	7609
Callous Mask	57	7666
Crystal Wand	18	8078
Headsman Axe	24	8131
Quarterstaff	21	8126
Unset Amulet	2	8318
Winter Crown	57	8272
Ambush Boots	44	7555
Flanged Mace	16	7967
Siege Helmet	52	7688
Carnal Mitts	38	7610
Highborn Bow	20	8088
Fiend Dagger	19	7918
Phantom Mace	16	7969
Wraith Sword	22	8178
Carnal Boots	44	7556
Heathen Wand	18	8081
Stag Sceptre	17	8011
Crypt Armour	50	7455
Demon's Horn	18	8066
Golden Plate	45	7490
Legion Boots	43	7591
Kinetic Wand	18	8454
Reaver Sword	22	8180
Opal Sceptre	17	7997
Assassin Bow	20	8093
Astral Plate	45	7492
Legion Sword	13	8023
Vaal Greaves	39	7575
Vaal Buckler	6	7716
Vaal Sceptre	17	8000
Tornado Wand	18	8069
Vaal Hatchet	15	7950
Imperial Bow	20	8096
Deicide Mask	57	7660
Murder Mitts	38	7612
Demon Dagger	19	7926
Kamasan Idol	218	8420
Vaal Regalia	47	7477
Void Sceptre	17	8002
Coronal Maul	23	8173
Infernal Axe	15	7952
Murder Boots	44	7558
Harpy Rapier	14	8052
Nexus Gloves	35	8282
Profane Wand	18	8082
Slink Gloves	34	7604
Maraketh Bow	20	8107
Crystal Belt	3	7807
Totemic Idol	219	8423
Ancient Mask	57	8401
Grizzly Pelt	53	8398
Legion Plate	45	8365
Martyr Boots	43	8383
Hooded Cloak	179	8298
Divine Crown	56	8414
Velour Boots	40	8374
Capacity Rod	25	8207
Shadow Fangs	11	8245
Malign Fangs	11	8232
Cogwork Ring	1	8209
Apex Cleaver	24	8199
Solarine Bow	20	8247
Helical Ring	1	8339
Breach Ring	1	8354
Fishing Rod	216	8418
Glass Shank	12	7912
Rustic Sash	3	7799
Leather Cap	53	7648
Nailed Fist	11	7887
Paua Amulet	2	7424
Simple Robe	47	7469
Wool Gloves	35	7613
Padded Vest	50	7452
Chain Boots	43	7585
Rusted Coif	56	7701
Tribal Club	16	7974
Goat's Horn	18	8071
Cone Helmet	52	7683
Jade Amulet	2	7428
Tribal Maul	23	8163
Plague Mask	57	7661
Spiked Club	16	7978
Silken Vest	47	7478
Carved Wand	18	8072
Golden Hoop	1	8353
Broad Sword	13	8029
Gold Amulet	2	7430
Sorrow Mask	55	8265
Quartz Wand	18	8073
Recurve Bow	20	8100
Topaz Flask	62	7847
Jagged Foil	14	8055
Jagged Maul	23	8166
Bladed Mace	16	7981
Copper Kris	19	7930
Onyx Amulet	2	7431
Silk Gloves	35	7615
Silken Garb	47	7480
Royal Staff	21	8123
War Buckler	6	7722
Arena Plate	45	7499
Fright Maul	23	8168
Mesh Gloves	37	7641
Sun Leather	46	7448
Fright Claw	11	7907
Bone Armour	50	7466
Faun's Horn	18	8076
Golden Mask	57	7664
Double Claw	11	7909
Sage's Robe	47	7484
Barbed Club	16	7964
Decurve Bow	20	8084
Oak Buckler	6	7724
Hunter Hood	53	7653
Silken Wrap	47	7485
Fencer Helm	55	7697
Tiger's Paw	11	7889
Demon Crown	56	8269
Elder Sword	13	8017
Golden Kris	19	7916
Runic Gages	202	8313
Coiled Wand	18	8335
Runic Crest	203	8316
Ornate Mace	16	7968
Royal Skean	19	7917
Ruby Amulet	2	8283
Plated Maul	23	8155
Tiger Sword	22	8177
Great Crown	56	7708
Abyssal Axe	24	8134
Apex Rapier	14	8044
Dragon Mace	16	7986
Ursine Pelt	53	7655
Lithe Blade	22	8194
Thicket Bow	20	8090
Citadel Bow	20	8091
Imbued Wand	18	8067
Silken Hood	53	7656
Ezomyte Axe	24	8137
Butcher Axe	15	7948
Meatgrinder	23	8160
Vaal Rapier	14	8050
Terror Maul	23	8162
Runic Crown	203	8317
Sadist Garb	50	7459
Slink Boots	40	7549
Fleshripper	24	8151
Terror Claw	11	7901
Gemini Claw	11	7911
Bone Helmet	56	7647
Jester Mask	57	8400
Knight Helm	55	8409
Titan Plate	45	8364
Burial Idol	219	8424
Iolite Ring	1	8304
Sage Gloves	35	8389
Royal Plate	45	8366
Foundry Bow	20	8223
Fleshgraft	221	8432
Jet Amulet	2	8444
Plate Vest	45	7486
Chain Belt	3	7800
Wool Shoes	41	7559
Coral Ring	1	7875
Scale Vest	48	7503
Scare Mask	57	7658
Chestplate	45	7495
Oiled Vest	50	7461
Heavy Belt	3	7802
Golden Obi	3	8285
Topaz Ring	1	7878
Iron Staff	25	8121
Gale Crown	57	8271
Long Staff	21	8120
Ruby Flask	62	7845
Boot Knife	19	7929
Cloth Belt	3	7803
War Hammer	16	7980
Gold Flask	62	8308
Oiled Coat	50	7463
Double Axe	24	8144
Arming Axe	15	7956
Gloam Ring	211	8350
Runic Helm	203	8315
Brass Maul	23	8167
Jade Flask	62	7852
Full Plate	45	7498
Gilded Axe	24	8145
Mesh Boots	43	7587
Dream Mace	16	7983
Dusk Blade	13	8033
Imp Dagger	19	7932
Waxed Garb	50	7465
Shadow Axe	24	8146
Vile Staff	25	8124
Hook Sword	13	8035
Pagan Wand	18	8080
Dagger Axe	24	8149
Jasper Axe	15	7959
Reflex Bow	20	8105
Smallsword	14	8060
Raven Mask	57	7665
Iron Flask	206	8306
Timber Axe	24	8148
Boot Blade	19	7915
Sleek Coat	50	7468
Sniper Bow	20	8086
Unset Ring	58	7874
Gut Ripper	11	7890
Spiny Maul	23	8154
Fancy Foil	14	8043
Noble Claw	11	7892
Dread Maul	23	8156
Wraith Axe	15	7944
Eagle Claw	11	7893
Foul Staff	25	8112
Solar Maul	23	8172
Karui Maul	23	8157
Moon Staff	21	8128
Tenderizer	16	7971
Ranger Bow	20	8092
Torn Cloak	179	8296
Piledriver	23	8159
Reaver Axe	15	7947
Eye Gouger	11	7897
Vaal Blade	13	8025
Lion Sword	22	8183
Auric Mace	16	7976
Despot Axe	24	8139
Minor Idol	217	8419
Noble Idol	218	8421
Tiger Hook	13	8037
Steel Ring	1	7883
Flare Mace	16	8220
Hedron Bow	20	8226
Crack Mace	16	8212
Void Fangs	11	8252
Cord Belt	3	8455
Crude Bow	20	8083
Iron Ring	1	7868
Stone Axe	24	8130
Paua Ring	1	7876
Short Bow	20	8094
Longsword	22	8185
Imp Crown	56	8268
Ruby Ring	1	7880
Cat's Paw	11	7903
Iron Mask	57	7662
Gold Ring	1	7877
War Sword	13	8030
Broad Axe	15	7955
War Plate	45	7497
Dusk Ring	1	8326
Royal Bow	20	8102
Bone Ring	211	8323
Sage Wand	18	8075
Wolf Pelt	53	7652
Death Bow	20	8103
Silk Robe	47	7482
Wyrm Mace	16	7985
Grove Bow	20	8104
Steelhead	23	8153
Sun Plate	45	7487
Ivory Bow	20	8087
Noble Axe	24	8133
Omen Wand	18	8065
Karui Axe	15	7945
Twin Claw	11	7910
Siege Axe	15	7946
Talon Axe	24	8150
Opal Wand	18	8068
Vaal Mask	57	7659
Spine Bow	20	8095
Mind Cage	54	7670
Vaal Claw	11	7899
Royal Axe	15	7951
Lion Pelt	53	7649
Dire Pelt	53	8397
Opal Ring	1	7884
Boom Mace	16	8206
Iron Hat	52	7680
Long Bow	20	8098
Tricorne	53	7650
Jet Ring	1	8451
Stiletto	12	7928
Bone Bow	20	8101
Tomahawk	15	7939
Baselard	13	8015
Poignard	12	7914
Grappler	13	8036
Ambusher	12	7921
Pecoraro	14	8047
Vaal Axe	24	8138
Void Axe	24	8140
